transgenic_line,neurotransmitter,reporter_status,dendrite_type,layer,threshold_v_noise,threshold_i_noise,peak_v_noise,peak_i_noise,trough_v_noise,trough_i_noise,upstroke_noise,upstroke_v_noise,downstroke_noise,downstroke_v_noise,fast_trough_v_noise,fast_trough_i_noise,width_noise,upstroke_downstroke_ratio_noise,f_i_curve_slope,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,input_resistance_mohm,latency,peak_v_long_square,peak_v_ramp,peak_v_short_square,ri,sag,seal_gohm,tau,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest,file_name
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-33.50249863,126.7183304,23.86083412,126.7166672,-53.43916702,106.1883316,251.9453311,-3.968333244,-67.3502962,-0.512083352,-49.08416748,123.1750031,0.000907467,3.785431873,0.272637795,-51.375,-49.15625,-53.33125153,260.660976,0.03984,25.53125191,31.0208346,30.50000153,203.9064318,0.016468018,1.780810624,9.008684089,80,68.875,450,-33.87500381,-42.76041667,-38.74375,-55.31250381,-55.54166921,-73.59375305,3.703742528,3.450245452,2.477692779,-90.25000763,-73.8809433,555089724_52
Glutamatergic,Glutamatergic,positive,spiny,L6b,-33.12545395,320.9003601,28.74184799,318.8333435,-50.27943802,258.1576233,219.8222586,1.220108747,-109.9062321,9.408061981,-44.87228394,312.0597839,0.000676232,1.98696309,0.183862434,-48.93750381,-48.19792048,-54.20312691,194.791392,0.027465,34.18750381,34.84375127,40.91666794,131.7907572,0.16091679,1.326573056,13.7837215,190,166.8333333,830,-32.28125,-32.26041985,-50.45833524,-50.8125,-53.00000381,-77.82812754,2.20498477,2.057159023,2.690658661,-91.93750763,-77.49343109,471819401_52
Sst+,GABAergic,positive,aspiny,L2/L3,-33.59004211,114.3877106,39.56461716,114.2055054,-55.20815659,109.9724579,281.8138376,9.024364471,-181.4230114,10.46927929,-54.67531967,113.2881393,0.000592288,1.550090503,0.381982759,-58.59375381,-62.23437881,-62.19375305,249.300176,0.041995,46.40625,46.76562691,47.66250153,240.7812923,0.116980828,1.418336384,26.90923266,50,39.9375,499.9999695,-37.65625,-39.21875,-42.28125076,-58.78125,-62.35937881,-66.28125458,1.751767367,1.675730814,1.871298612,-82.5,-64.78407288,476686112_41
Pvalb+,GABAergic,positive,aspiny,L2/L3,-39.0465889,866.2029419,11.47035694,867.8809814,-57.51362991,865.9873657,294.4580375,-10.99600983,-219.2272717,-11.1327734,-57.34318161,869.0845947,0.000365332,1.343228245,0.576906812,-61.03125381,-57.62500254,-62.68750534,81.538488,0.00846,9.500000954,12.0729173,12.82500038,58.59378725,0.05428151,3.079438592,5.050994583,520,542.625,1010.000061,-38.09375381,-32.56250127,-44.46875229,-61.18750381,-57.82291921,-77.27500305,1.242690961,1.245319581,1.453792063,-92.12500763,-77.01545715,479298854_84
Glutamatergic,Glutamatergic,positive,spiny,L5,-41.24764252,96.37735748,40.48820877,95.81839752,-59.21875,79.625,365.5856482,-0.58077836,-88.49992366,8.536556244,-53.04598999,92.70755005,0.000970189,4.143655555,0.256881715,-54.06250381,-51.36458588,-56.67708651,190.926848,0.0335,43.43750381,45.18750127,47.07291794,186.718747,0.024248561,1.523063296,23.52938238,50,66.08333333,400,-41.0625,-36.87500381,-47.58854485,-59.46875381,-57.3333346,-70.85417175,4.094616644,4.506005198,4.916825093,-93.75000763,-70.87781525,628700262_54
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-39.95128632,31.5,20.65257263,31.27941132,-53.27481461,25.61764717,256.5656562,-14.99172783,-66.89657538,-0.207720578,-49.44485474,30.58823586,0.000938235,3.840462857,0.118675994,-50.12500381,-48.81250381,-50.875,605.953472,0.01134,25.90625191,26.4895846,27.125,460.6250226,0.061020117,1.268207104,23.78494657,20,22.04166667,180,-42.59375,-39.64583333,-42.6875,-52.90625381,-52.41666921,-65.125,3.658728964,3.863441519,3.522498438,-100.4687576,-64.30132294,593398067_47
Pvalb+,GABAergic,positive,aspiny,L5,-35.65975952,206.4008179,21.09482574,206.9241333,-55.55661392,206.5735931,262.0769341,-5.127321243,-190.1733066,-4.555706501,-55.43070602,206.9139557,0.000503696,1.377725969,1.129330131,-59.37500381,-54.80208715,-58.92187691,227.124608,0.00524,27.93750191,16.5,30.56250095,194.6876049,0.024359576,1.131792768,11.28010031,140,138.2083333,280,-37.5,-26.65625191,-40.62500191,-59.56250381,-54.8958346,-63.59375191,1.388312292,1.090685915,1.431024413,-85.1875,-62.11468124,596808442_55
Glutamatergic,Glutamatergic,positive,spiny,L5,-36.99932861,562.7714844,28.00537682,560.5067139,-50.09173203,450.8642578,222.4761224,0.785618305,-68.17106789,10.59341431,-43.35248566,527.7191162,0.000959301,3.242642205,0.137281279,-46.09375,-49.43750381,-53.21250229,136.829808,0.045935,36.375,40.60416794,39.31875229,70.00003755,0.16930598,2.624783104,10.62133411,330,164.6666667,1270,-39.12500381,-41.07291921,-55.15000305,-56.0625,-57.43750254,-78.10000153,3.482182416,3.35395113,3.325752799,-84.84375763,-77.38655853,490558274_72
Sst+,GABAergic,positive,aspiny,L5,-40.25284195,150.5568237,11.93181801,151.6818237,-56.125,92.38636017,159.912055,-6.113636494,-116.9991806,-10.38636398,-51.36931992,153.1136322,0.000730909,1.314667987,0.024154589,-56.125,-53.97916794,-58.03750229,211.235856,0.019835,26,19.52083429,28.18750038,216.4062411,0.028223684,0.796449472,31.50413555,70,81.75,469.9999695,-43.375,-35.28125,-46.72500076,-56.25000381,-54.07291794,-65.1875,1.710402655,1.286897496,1.77552384,-88.8125,-64.62149048,328093618_46
Glutamatergic,Glutamatergic,positive,spiny,L6b,-30.64555931,331.2861938,31.38404655,329.1480408,-49.79523087,231.2236786,190.0905108,-6.338815689,-89.09414228,4.008223534,-40.87417603,322.358551,0.000928947,2.129954511,0.01461039,-44.56250381,-40.60416794,-54.125,204.49968,0.02006,30.37500191,32.8125,32.26562691,194.2187846,0.141468033,1.90657664,17.96490752,190,199.9166667,690,-32.65625381,-28.66666794,-46.53125381,-45.65625381,-45.87500127,-78.09375763,2.394147265,2.0307934,3.012102789,-97.71875,-77.80363464,522152249_49
Sst+,GABAergic,positive,aspiny,L4,-31.77430534,162.7666626,20.41597176,161.8611145,-51.02083206,148.9416656,291.9374835,-6.809722424,-203.0426822,-4.63055563,-50.26736069,159.5055542,0.000429333,1.433861402,0.432782475,-52.37500381,-51.1770846,-55.68750286,182.054656,0.02512,23.53125,20.0208346,27.21875095,158.5935503,0.0871206,1.175188352,13.55386747,90,135.6249975,489.9999695,-32.875,-30.8958346,-38.89843941,-52.37500381,-51.19791794,-63.20312786,1.537106302,1.382193977,1.619767707,-81.21875763,-62.31948853,565381304_53
Glutamatergic,Glutamatergic,positive,spiny,L6b,-36.984375,293.4375,26.48624992,291.5450134,-52.02187347,221.5274963,228.897091,-6.735000134,-74.45377631,4.960625172,-44.09562683,280.167511,0.0009572,3.081409719,0.111363638,-46.75,-47.56250381,-49.71250229,153.717232,0.15656,35.8125,39.03125,37.76250153,115.7812476,0.021045752,1.554880896,26.70890675,170,171.4583333,1600,-38.125,-38.72916794,-48.39375153,-54.50000381,-53.92708715,-79.99375305,3.518810192,3.582600722,4.037689637,-93.15625763,-79.58374786,554454458_60
Glutamatergic,Glutamatergic,positive,spiny,L4,-41.1116066,476.9482117,24.42321396,473.9821472,-54.43392944,355.3839417,206.2358674,-6.669196606,-43.43174321,9.665624619,-49.76428604,429.7124939,0.001487429,4.785412351,0.249999987,-49.31250381,-51.65625127,-56.21875,109.64168,0.04684,25.15625,38.78125,38.45312595,122.8125021,0.020306764,2.278529024,17.40617186,230,91.91666667,959.999939,-38.28125,-41.0625,-54.62500095,-52.8125,-59.16666667,-80.3515625,3.717273164,4.556972773,4.678072735,-93.90625,-80.49407959,325464516_61
Pvalb+,GABAergic,positive,aspiny,L5,-43.23125076,554.5839844,7.726679325,555.6633301,-59.00404358,556.0330811,267.48048,-11.68327141,-242.6962217,-15.43485737,-58.89449692,556.5126953,0.00035303,1.097584971,2.630000884,-64.21875,-57.32292048,-63.21875191,220.416992,0.00394,14.62500095,8.489583969,17.53125048,74.21875,0.069682308,1.505283584,7.705134245,390,288.8333333,115,-49.65625,-34.84375127,-53.24219036,-64.28125763,-57.41666794,-73.5703125,1.219815297,1.036663338,1.251051729,-86.34375,-69.64250946,320466871_78
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-40.84000015,100.543335,36.58124924,100.3683319,-54.25333405,79.00666809,441.2825429,-0.894166648,-137.8510618,14.12625027,-51.22291565,98.99333191,0.000569867,3.204939784,0.10566601,-53.06250381,-50.29687881,-54.71875305,239.256544,0.01481,41.71875,33.92187691,44.55000076,210.1562172,0.100539938,1.91147776,11.33675382,60.00000381,102.625,310,-43.65625381,-34.734375,-47.02500305,-54.59375381,-50.43750381,-73.89375,3.132226683,2.966013444,3.085624335,-96.15625763,-73.09561157,487158599_41
Glutamatergic,Glutamatergic,positive,spiny,L4,-36.1831398,329.2645264,36.31904221,327.9796448,-54.0283432,225.662796,308.5646157,-0.720930219,-97.58908666,15.53924465,-47.75,312.6715088,0.000819535,3.202744503,0.108928574,-49.31250381,-48.80208588,-52.140625,209.658016,0.02489,38.5,42.96875,43.10937595,190.6250417,0.026623921,3.031870976,81.62895196,170,68.70833333,750,-35.53125381,-32.48958333,-44.71093845,-49.5,-54.13541921,-80.37500381,3.138349774,2.955950298,3.331742707,-100.28125,-79.10405731,320880293_58
Sst+,GABAergic,positive,aspiny,L5,-33.4452095,315.4415588,20.60430145,314.7938232,-52.46387863,233.5470734,227.6073151,-9.004464149,-53.82098328,-8.263798714,-48.42288971,303.6055298,0.001114286,4.246493686,0.172071336,-49.59375381,-51.21875254,-57.80208588,171.748544,0.06382,20.59375191,25.40625064,23.19270865,128.4374595,0.000523031,1.504260608,10.01508242,180,175.6666667,760,-32.65625381,-33.79166921,-38.62500318,-53.15625381,-54.64583588,-76.95833842,3.886081703,4.419948464,2.44895543,-90.56250763,-76.30500031,555019563_63
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-33.9305954,312.6090088,20.1188221,311.9549561,-45.9642067,263.3829956,197.6885408,-12.29378605,-57.24924906,-3.815588713,-43.73273849,297.7761536,0.00110407,3.535633226,0.289957865,-47.84375,-48.4895846,-53.30468845,214.000448,0.03168,24.53125,30.93750254,23.82812548,174.999997,0.015358873,2.141158144,12.68423585,190,180.4166667,750,-35.43750381,-34.22917048,-34.84375286,-48.68750381,-50.21875381,-74.96094322,2.932410165,3.230658749,2.289070631,-90.84375,-74.61026001,539014038_48
Glutamatergic,Glutamatergic,positive,spiny,L6b,-31.20350647,199.1112823,32.59298706,198.1493835,-45.89100647,161.9192047,244.7393257,-1.122713447,-81.16222325,16.71646309,-41.16234589,191.6143341,0.000869268,3.057235501,0.246835442,-48.03125,-48.07812691,-56.01562691,150.108,0.06526,37.37500381,38.5625,39.11719036,176.7187119,0.239685759,1.642920448,16.3912562,90,109.625,570,-32.6875,-33.234375,-42.69531536,-48.53125381,-50.39062881,-69.75000381,2.635845614,2.575388211,2.495414356,-87.62500763,-68.423172,560581448_49
Glutamatergic,Glutamatergic,positive,spiny,L5,-38.39333344,118.6833344,32.79583359,117.7216644,-51.22624969,101.3116684,307.5873867,-5.228333473,-106.2788725,7.478333473,-44.35666656,113.4116669,0.000744,2.900383224,0.213542372,-44.03125,-48.72916921,-54.89375381,169.603616,0.0576,32.50000381,40.33333588,30.25625191,144.0626085,0.12709412,1.977444736,16.99838006,80,93.54166667,770,-38.6875,-40.88541667,-43.9625,-53.4375,-54.53125,-70.74375305,2.963525439,3.157540341,2.615686301,-85.25000763,-69.65485382,589764355_56
Pvalb+,GABAergic,positive,aspiny,L5,-42.91537094,399.7664795,4.933935165,401.2735291,-58.55476761,401.5142517,227.5033611,-16.68087959,-160.0795362,-14.59851837,-58.42699051,402.2835083,0.000483437,1.418673713,1.179896142,-62,-56.27083588,-63.18750286,242.826256,0.00634,15.75,11.36458397,19.64062548,124.3750378,0.00342072,2.314867968,23.77119293,270,261.625,469.9999695,-44.34375,-34,-48.72656441,-62.125,-56.33333715,-78.07812691,1.463029267,1.241659007,1.436268809,-91.75,-77.40342712,515302868_61
Sst+,GABAergic,positive,aspiny,L4,-42.34595108,152.4401398,14.90536976,151.7940216,-56.99868011,136.3926086,284.1712243,-16.7178688,-164.9621395,-11.47447205,-56.21654892,149.5105591,0.000510423,1.718755186,0.174330357,-60.56250381,-61.78125381,-64.25625153,253.779808,0.01648,18.1875,37.33333588,35.68750153,153.2812417,0.032016896,1.274470912,10.40434083,90,105,340,-47.71875381,-46.60416921,-49.78750305,-60.71875381,-61.8125,-71.35000458,1.941118505,1.759909901,1.889298836,-88.21875763,-70.6198349,501280518_49
Sst+,GABAergic,positive,aspiny,L5,-34.97031403,118.1583328,11.0197916,117.90625,-51.87760544,109.3770828,204.3365966,-11.07135391,-140.6724433,-10.00520802,-51.22603989,116.5500031,0.000516917,1.449984459,0.446486486,-53.75,-53.1458346,-58.77344036,246.92152,0.02504,12.8125,14.83333365,10.89843822,249.3303567,0.125099853,1.477957632,22.93173072,70,70.375,440,-39.625,-35.9375,-42.0859375,-53.84375,-53.22916667,-65.50781441,1.660508046,1.557966212,1.631052495,-94.46875,-65.52274323,322229594_37
Vip+,GABAergic,positive,aspiny,L2/L3,-43.72783279,82.90552521,39.852108,82.58430481,-55.7972374,67.71656799,442.8213309,-2.877180338,-130.3925578,19.6682415,-54.0868454,80.52180481,0.000656977,3.425699025,0.377857143,-56.40625381,-55.4270846,-57.94375305,354.636608,0.01138,44.53125381,46.00000254,47.57500076,280.7812989,0.091777943,1.718087936,12.47450378,50,38.375,220,-45.09375381,-41.78125254,-47.10625305,-56.50000381,-56.07291921,-73.03750153,2.833660512,3.199560267,2.853795544,-98.18750763,-72.29472351,576336240_49
Glutamatergic,Glutamatergic,positive,spiny,L5,-34.88750076,425.2607117,35.32321548,424.8214417,-52.75982285,290.8357239,300.1057838,1.412500024,-81.89332764,18.44464302,-44.35178757,398.9393005,0.000882286,3.733115522,0.04444444,-44.56250381,-43.75000127,-50.18125229,175.722784,0.05044,36.15625381,34.72916921,40.84375153,141.5626109,0.072691992,2.208338688,18.77885834,190,113.2916667,969.999939,-32.03125381,-30.41666794,-46.73750076,-51.53125,-55.03125254,-77.14375305,3.447320875,2.908717523,3.533174389,-92.65625763,-76.40544128,473642382_57
Glutamatergic,Glutamatergic,positive,spiny,L4,-32.41736221,161.4277802,30.01874924,161.4333344,-54.14097214,131.3611145,349.423712,-1.533333302,-114.1777119,12.11111069,-43.52916718,156.3999939,0.000588333,3.055581529,0.150351706,-41.46875,-41.82812786,-46.83125153,147.077856,0.074265,36.625,35.86718988,37.81250153,151.0937959,0.065748326,3.78912768,20.23514682,70,70,1030,-32.59375381,-31.81250191,-45.39375229,-53.06250381,-56.00781441,-75.29375458,3.343085733,3.097301828,3.306770191,-90.125,-73.77761078,469800845_50
Glutamatergic,Glutamatergic,positive,spiny,L5,-38.02586365,94.41379547,18.40732765,94.1810379,-53.25431061,70.03017426,186.1581016,-10.66163826,-73.70868625,0.431034476,-41.91271591,93.48706818,0.000832069,2.509833289,0.13655222,-44.96875,-45.6770846,-48.73750153,149.066784,0.05453,30.81250191,33.34375064,23.76250153,118.0803776,0.094458766,1.89107648,16.17767183,50,59.58333333,630,-40.81250381,-42.15625127,-47.40000229,-56.34375381,-48.76041921,-68.59375458,2.96935901,3.043817415,3.014031811,-80.62500763,-68.41317749,487664663_52
Glutamatergic,Glutamatergic,positive,spiny,L4,-41.02441406,269.2070313,33.97753906,269.0898438,-57.41308594,190.078125,342.9107155,-7.25390625,-98.67232032,10.91601563,-49.22265625,264.2421875,0.000803438,3.526373702,0.146996135,-49.78125,-49.53125127,-52.46875,138.391264,0.053565,39.59375381,43.25,40.8125,169.6875393,0.048537925,1.736040609,21.18523332,110,88.25,890,-39.28125,-38.56250127,-50.2864596,-56.03125,-55.44791794,-82.30729421,3.254222768,3.38149308,3.446974464,-100.4375,-81.57408142,329550277_52
Glutamatergic,Glutamatergic,positive,spiny,L5,-40.02591324,379.7408447,33.05945206,378.5670776,-54.99618912,280.5792542,320.4711097,-7.987042904,-86.54113809,12.84451199,-48.52591324,362.0731812,0.000880976,3.728894636,0.099106176,-48.93750381,-52.18750254,-53.40625229,168.438864,0.02974,34.40625381,40.64583588,38.05000076,128.0648261,0.074231535,1.32132992,33.84240546,220,104.7916667,900,-39,-37.5833346,-45.60000153,-54.84375381,-58.21875381,-71.45000458,3.60454163,3.494415158,3.588288407,-85.62500763,-72.22658539,513843815_61
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-39.22925568,328.2426453,27.14889717,328.1827698,-49.47977829,257.420166,266.4251849,4.208508492,-93.54186611,-3.205619812,-43.93172455,315.3497925,0.000676471,2.86228371,0.269935686,-46.62500381,-48.5625,-58.31250305,123.479544,0.02422,28.90625191,32.109375,31.33125153,112.1875048,0.067892171,1.56393408,6.838217434,190,186.4375,640,-39.68750381,-38.54687691,-41.46250153,-50.8125,-51.78125191,-71.70000305,3.021831426,3.245671188,2.255687776,-83.4375,-70.78621674,477991293_57
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-38.4967308,78.87063599,20.2899704,78.46947479,-54.2859726,67.54941559,246.5664691,-14.3190403,-81.21800188,-6.825581551,-51.77507401,75.97093201,0.000872267,3.037341141,0.457671958,-52.50000381,-53,-53.90625,341.928832,0.021625,21.375,23.875,22.5,279.0625095,0.101829849,1.317689984,15.78023149,50,49.5,390,-40.87500381,-37.43750381,-39.25,-53.71875,-54.18750381,-73.84375763,2.994379114,3.08463539,2.865692067,-99.90625,-73.48133087,327962063_40
Glutamatergic,Glutamatergic,positive,spiny,L4,-35.3671875,150.4609375,38.5,149.6171875,-51.49902344,105.7695313,243.5212418,-2.47265625,-70.41119899,16.90234375,-40.42578125,137.5859375,0.001094687,3.477040874,0.147991077,-43.09375381,-46.22916794,-48.54687786,165.520208,0.08169,38.71875381,49.86458715,41.77343941,161.2500399,0.06777627,3.191638272,23.52280386,90,90.625,979.999939,-36.56250381,-38.21875127,-37.75781536,-53.84375,-54.93750254,-77.61718941,3.455637882,4.263918919,3.433396088,-93.15625763,-76.41734314,475751758_47
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-46.80443573,67.35887146,43.10181427,67.14919281,-61.97983932,50.92741776,406.3072566,-8.983870506,-116.7910061,7.561491966,-58.09677505,65.22983551,0.000879355,3.480198716,0.382258065,-57.31250381,-50.96875,-55.98125305,204.173088,0.03222,43.81250381,44.43750127,41.51250076,237.1873856,0.006101443,2.8136064,24.8064216,40,69.5,479.9999695,-45.375,-39.63541921,-45.79375305,-59.87500381,-52.8645846,-77.71875153,3.568163946,3.725292799,3.592895721,-101.4375,-77.49941254,502597328_45
Glutamatergic,Glutamatergic,positive,spiny,L5,-37.38772964,80.57407379,38.7245369,80.34259033,-57.17477036,60.63425827,352.0795624,3.950231552,-91.98165382,16.40856552,-47.9432869,76.03704071,0.000821481,3.828702951,0.193181818,-47.5,-46.63541921,-49.265625,218.161152,0.04736,42.25,44.13541794,46.5390625,133.6161494,0.038417719,2.756974336,19.87590008,50,47.29166667,650,-36.28125,-35.60416667,-46.84375095,-57.53125381,-55.28125127,-70.57812691,3.989207835,3.973301865,4.312351591,-85.03125,-69.93441772,314617802_43
Htr3a+|Vip-,GABAergic,positive,aspiny,L4,-36.95833206,67.14167023,17.45555496,66.52222443,-49.47638702,56,213.6425901,-11.79583359,-71.69777095,-0.797222197,-47.73125076,64.01667023,0.000856889,2.987286838,0.039324034,-51.65625381,-48.83333715,-54.04375229,323.563648,0.0083,23.5625,19.8645846,25.55625114,328.9061785,0.089802332,1.233433856,18.45985224,40,60.7916654,170,-39.34375381,-33.83333715,-43.60625076,-52.12500381,-49.37500127,-61.64375381,2.824638487,2.821339566,2.810276765,-96.40625,-60.87068939,565209132_45
Pvalb+,GABAergic,positive,aspiny,L6b,-41.79639816,548.2655029,9.333248138,549.2176514,-64.99898529,548.62677,357.8223427,-14.02291203,-328.0646333,-17.5471611,-64.87067413,550.2280884,0.00028777,1.086865875,1.190481809,-65.15625,-58.04687691,-65.31875305,131.534336,0.006185,11.78125,3.828125238,21.58750038,91.71886742,0.042706203,1.224139264,6.285929626,320,412.25,570,-34.96875381,-31.21875095,-46.21875153,-65.28125,-58.12500191,-74.0625,1.008696889,0.888078852,1.215184533,-83.71875763,-72.91931152,487306716_59
Pvalb+,GABAergic,positive,aspiny,L6b,-42.85483932,355.9428406,18.13530731,356.5224304,-65.14816284,356.1007385,378.1220905,-12.14607239,-311.6679898,-7.241453648,-65.04501343,356.9603271,0.000341587,1.212285148,1.306948309,-66.8125,-65.83333588,-69.38125458,173.273024,0.00726,20.78125,19.70833397,27.36875153,93.59382838,0.006953167,1.198966144,6.99814492,240,248.9583333,479.9999695,-40.28125,-35.91666921,-47.36875153,-66.84375763,-65.87500509,-71.3,1.156830101,1.071393546,1.26291696,-81.65625763,-70.4970932,570946690_59
Sst+,GABAergic,positive,aspiny,L5,-45.15429688,106.6015625,28.53710938,106.1328125,-60.5625,92.84375,234.1574628,-1.673828125,-111.6366497,3.728515625,-60.33984375,104.5625,0.0008225,2.080442903,0.031118546,-60.87500381,-53.90625,-60.43750238,186.430288,0.0099,38.1875,43.71875,41.60937691,193.9062774,0.026498538,1.761011968,23.71895288,50,20.5,249.9999847,-47.28125381,-42.125,-48.26172113,-60.9375,-53.93750381,-61.97265816,2.497756716,2.919072278,2.761006117,-82.1875,-61.12627792,560750295_53
Vip+,GABAergic,positive,aspiny,L5,-42.45975494,83.09469604,28.08428001,82.41287994,-54.88494492,64.79166412,298.0814061,-5.400568008,-81.50038426,11.190341,-51.89299393,78.88636017,0.000882121,3.689693167,0.390728477,-53.25000381,-48.84375254,-54.89375305,322.24704,0.0156,38.34375381,39.47916794,40.28750229,206.0937434,0.03076127,1.461137408,13.12319826,50,45.58333333,290,-45.56250381,-40.04166921,-48.75000153,-54.53125381,-53.36458333,-74.34375305,3.347763464,3.920274076,2.963470072,-99.03125763,-73.67960358,571233863_43
Vip+,GABAergic,positive,aspiny,L2/L3,-30.99970436,254.370285,23.33873749,254.787735,-42.46196747,182.4056549,205.3365853,-10.68042469,-71.79889307,5.326945782,-37.13502502,248.004715,0.000915849,2.849719623,0.020653358,-46.40625,-43.82812595,-50.75000381,249.270368,0.0082,36.96875381,34.43750191,41.34375381,189.062506,0.176246226,4.76146432,8.203484755,150,146.4999962,320,-35.71875,-33.640625,-44.96875,-48.21875381,-44.00000286,-72.40625763,3.098568118,2.452905174,3.283151767,-83.78125763,-72.50944519,583142588_70
Glutamatergic,Glutamatergic,positive,spiny,L4,-27.1984005,433.5523376,18.5,430.8924561,-48.74200439,323.6947632,174.016681,-0.830668628,-50.21186232,9.385174751,-43.71075439,401.5261536,0.001498256,3.333535363,0.050968084,-44.68750381,-42.13541921,-48.26562818,213.685792,0.03385,21.25,33.00000318,39.77604167,86.2499997,0.011118387,4.869199872,13.76582632,230,94.91666921,960.000061,-28.09375191,-26.7291673,-41.7864596,-49.6875,-50.69791921,-71.83333842,2.92110965,3.10226558,3.913313266,-82.59375763,-74.00559998,469832490_60
Vip+,GABAergic,positive,aspiny,L4,-29.81998253,80.55633545,20.5004406,80.12147522,-44.24559784,68.29929352,191.073039,-9.417253494,-74.31917841,-0.560739458,-42.34683228,77.7904892,0.000884507,2.560138112,0.185820896,-43.96875381,-46.64583715,-55.11250076,365.973088,0.02778,26,30.68750127,28.16875114,229.3750346,0.062878184,1.136351616,17.26674051,50,37.375,330,-32.18750381,-33.60416794,-38.60000076,-44.03125,-46.95833715,-68.10625153,2.731493927,2.998006893,2.862373366,-96.78125,-67.55871582,569809287_49
Glutamatergic,Glutamatergic,positive,spiny,L4,-37.95198059,43.02743912,41.80564117,43.08231735,-54.471035,38.17683029,416.3412213,-4.177591324,-91.38668127,17.3269825,-46.86433029,42.69512177,0.000886341,4.557567732,0.255474449,-47.71875381,-47.50000381,-49.97916857,239.1248,0.04008,43.65625381,44.06250381,44.0416673,231.718868,0.043710481,1.116916992,31.65200963,30,30.62499809,580,-37.65625,-36.4375,-43.28125381,-55.15625381,-53.87500381,-66.03125254,4.461063018,4.604419162,4.710586322,-88.15625,-65.29404449,557996299_45
Glutamatergic,Glutamatergic,positive,spiny,L5,-40.78125,282.3345032,30.04313469,280.0827332,-56.91065216,218.936615,239.9739349,-4.057218075,-99.56810764,5.997799397,-54.52772903,265.0704346,0.000872324,2.404769619,0.177272731,-55.28125,-53.04167048,-61.04375381,225.403856,0.056105,41.25,41.47916794,40.83125153,172.6561785,0.166490689,1.411097216,15.37036211,150,165.625,640,-38.00000381,-34.76041794,-49.77500076,-55.37500381,-53.96875254,-77.73750305,2.816590961,2.511253506,2.844464321,-95.93750763,-77.4682312,476263004_46
Glutamatergic,Glutamatergic,positive,spiny,L6b,-33.73879623,287.14151,18.46285439,286.4622498,-45.32340622,223.603775,149.7584837,-11.56721687,-54.07335142,-0.125294805,-38.88767624,268.81604,0.001078585,2.787920974,0.209302336,-47.56250381,-48.62500381,-54.71875229,169.12584,0.017515,20.31250191,30.37500191,16.71875076,151.5628844,0.112007253,1.40097984,12.59772403,180,141.5,720,-37.78125381,-35,-41.48750305,-47.56250381,-51.18750381,-79.43125305,2.524996154,2.292006651,2.329788403,-97.68750763,-78.52000427,488676149_47
Glutamatergic,Glutamatergic,positive,spiny,L5,-43.16508102,94.70652008,43.57676697,94.9728241,-58.86888504,76.52173615,470.028777,-3.573369503,-103.7880913,11.59646702,-50.21467209,95.0353241,0.000786522,4.531971629,0.206735156,-51.09375381,-50.79167048,-53.73437691,176.097296,0.0412,40.31250381,46.31250254,43.21875286,192.4999952,0.099343538,1.993408512,24.94367576,59.99999619,65.04166667,740,-42.34375,-41.97916794,-47.49218845,-60.15625381,-58.25000254,-74.84375381,4.352241433,4.766816206,4.348514219,-94.96875,-74.24310303,502808270_50
Glutamatergic,Glutamatergic,positive,spiny,L4,-36.19176102,196.3238678,38.75141907,196.8636322,-51.79829407,150.6846619,351.9452228,-4.153409004,-87.58877318,18.80681801,-42.59019852,191.5681763,0.000858182,4.0241288,0.157618215,-43.65625381,-46.95833715,-49.2890625,141.880352,0.08362,38.84375,40.89583588,38.87500286,125.7813275,0.138712525,1.46773632,23.41381857,110,108.3749975,1110,-34.78125,-38.14583588,-41.78906441,-56,-57.55208715,-73.10938072,4.133757105,3.997912125,3.703127326,-86.78125763,-72.15068054,518290966_69
Pvalb+,GABAergic,positive,aspiny,L5,-43.52019119,180.2431641,23.77353096,179.941803,-63.60918808,179.1543884,317.7653038,-5.735599995,-230.9147381,-6.050252438,-63.44143295,179.5671082,0.000452637,1.375990179,1.005949942,-64.40625,-62.59375254,-65.4375,226.82648,0.007635,26.5,24.9166673,31.48437627,148.7499923,0.056528941,1.097008128,10.53006354,110,141.5416667,350,-42.125,-35.21875127,-47.2239596,-64.50000763,-62.70833588,-71.21875127,1.378921057,1.204429109,1.405635464,-87.0625,-70.46586609,318556138_42
